Name,State,MSA,Cluster ID,PC_demographics,PC_economics,PC_hospitals,PC_highered,PC_demographics_ntile,PC_economics_ntile,PC_hospitals_ntile,PC_highered_ntile,totpop_19,popchange,medage,poc,pov,youngpov,oldpov,labfor,emp,mbsaocc,serocc,salocc,ncmocc,ptmocc,houincome,wfh,pcinc,medearn,nohealthin,highed,forborn,noenglish,ownerocc,renterocc,net_mig,highered_emp_qcew,highered_inc_qcew,highered_estab_qcew,hospital_emp_qcew,hospital_inc_qcew,hospital_estab_qcew,inst_highered_endowment,inst_highered_nihresearchfunding,inst_highered_nsfresearchfunding,inst_ipeds_enrollment_all,inst_ipeds_noncarnegie,inst_ipeds_associatescolleges,inst_ipeds_baccassoccollege,inst_ipeds_baccalaureatecolleges,inst_ipeds_masterscollegeuni,inst_ipeds_doctuniallother,inst_ipeds_doctoralunihighrese,inst_ipeds_specialfocus,inst_ipeds_tribalcolleges,inst_ipeds_undergradgrad,inst_ipeds_totalgradenrollment,inst_ipeds_completions,inst_ipeds_pellawards,inst_ipeds_pellnumberofstudents,inst_hosp_ahacommunityhospitals,inst_hosp_ahabeds,inst_hosp_ahaadmissions,inst_hosp_ahasurgicaloperations,inst_hosp_nihresearchfunding,inst_hosp_medpayments,inst_hosp_medbeneficiaries,impact_gva_direct,impact_share_allind_gva,impact_share_allind_emp,impact_share_allind_inc,regional_gva_allind,regional_emp_allind,regional_inc_allind,index_real_gdp_19,current_dollar_gdp_19,real_gdp_19,index_real_gdp_21,current_dollar_gdp_21,real_gdp_21,percapita_personal_income_19,total_income_pc_19,percapita_personal_income_21,total_income_pc_21
Missoula,MT,MissoulaMT,7,-0.28991719265572635,-0.103986633699628,0.40475795627214545,5.976882031769498,35,41,69,88,117309,9.34028036686303,36,8.432430589298349,14.299999999999999,13.700000000000001,6.6000000000000005,70.1,66.9,38.9,20.5,21.9,8.799999999999999,9.9,54062,5.1,31897,25953,6.7,43,3,1.2,57.49999999999999,42.5,505,2320.18,98883551.93,9,2835.46,242627249.38,8,205045833,16817750,247435,13140,0,0,0,0,0,0,1,0,0,9883,3257,6586,2559389,525,2,335,15789,12774,0,131442930.11,21342,472986888.0542805,0.1340000033378601,0.11400000005960464,0.08799999952316284,5878743000,86876,6212032000,116.063,5901742,5068750,125.422,6780085,5477482,53992,6320989,61881,7396782
Winchester,VA-WV,WinchesterVA-WV,6,-0.6325211374215347,0.8296821334720214,0.6395293378249332,-0.6472661735893437,20,75,77,58,137621,9.761369255555019,41.1,9.964322305462101,10.100000000000001,14.399999999999999,7.3999999999999995,62.3,60,36.5,16.1,20.5,11.4,15.5,67072,5.2,32419,36673,9.700000000000001,26.700000000000003,6.800000000000001,3.8,70.19999999999999,29.799999999999997,79,1756.93,72834952.14,12,2968.2,239594035.82,4,68105197,0,0,13933,0,1,0,0,0,1,0,0,0,11644,2289,5730,1517331,357,2,585,23945,15480,0,154456009.45,21393,432304523.24722314,0.09099999815225601,0.09799999743700027,0.06599999964237213,7414777000,83888,6971633000,113.275,7462591,6447046,120.166,8419006,6839236,50120,7093687,56544,8207684
Reading,PA,ReadingPA,14,-0.38391439141743666,0.64244893392287,-0.48968508674447464,-3.270890745279208,32,71,29,25,418025,2.6306744248852265,39.9,17.59488068895401,12,18.7,8,65.3,61.4,32.800000000000004,17.2,21.4,8.7,20,63728,4.2,31571,34547,6,24.9,7.5,7.6,72,28.000000000000004,-196,2862.89,114259766.2,7,8465.27999999999,679276844.819999,8,108969712,0,0,25267,5,2,0,2,2,0,0,0,0,23260,2007,9380,7238181,1543,5,1064,47452,21323,0,528601235.95,80304,1062777099.5362937,0.08399999886751175,0.09000000357627869,0.05700000002980232,21127438000,230258,21693789000,109.836,21159836,18780455,108.308,22055785,18519137,50657,21655645,57970,24888804
Columbus,GA-AL,ColumbusGA-AL,4,0.3228711402206675,-0.9897002885582772,0.3088970317633146,-2.578450727486408,72,15,66,31,319402,10.061198329451004,35.4,50.91389534192021,19.1,27.1,12.9,59.699999999999996,50.2,32.800000000000004,18,24.3,8.9,15.9,47571,5.6000000000000005,26257,28887,11,24,5.1,2.5,55.800000000000004,44.2,813,1884.97,78410338.53,10,7557.55999999999,529840300.39,17,69502000,0,364494,18148,1,2,0,0,1,0,0,1,0,16139,2009,8166,7404170,1294,6,1067,39129,28802,0,310474719.77,53424,818263834.7485846,0.08299999684095383,0.08799999952316284,0.06700000166893005,15080051000,182470,13077735000,99.303,15392897,13131287,101.179,16456091,13379440,40594,13291888,47349,15508368
Lake Havasu City-Kingman,AZ,Lake Havasu City-KingmanAZ,15,-1.5356416721661974,-1.728706640724361,-0.16676733246532718,-5.9513226505958645,1,3,43,3,207695,4.27659820159958,51.6,9.76528082043381,16.400000000000002,24.7,8.3,45.1,41.5,24.8,25.4,24.8,10.2,14.799999999999999,45587,4.5,26166,26709,8.9,12.9,6,3.3000000000000003,73.7,26.3,6196,312.67,17669797.0999999,3,3413.44,276252832.69,7,0,0,0,5713,4,1,0,0,0,0,0,0,0,5713,0,1682,818042,183,4,512,21642,20558,0,392379331.57,64570,386027071.2616983,0.10100000351667404,0.0949999988079071,0.05700000002980232,5850997000,72808,7329418000,111.608,5889608,5095638,123.408,7037905,5634375,35647,7517261,41331,8997444
Davenport-Moline-Rock Island,IA-IL,Davenport-Moline-Rock IslandIA-IL,9,-0.4771174581577947,0.4630444275296756,-0.09278368356538085,-1.3739230795119528,28,67,48,45,381175,1.178278688524581,39.7,14.870597494589099,12.5,18.8,7.5,63.4,60.3,33.800000000000004,17.7,21.099999999999998,8.7,18.7,58531,3.5999999999999996,31571,34421,4.7,26.900000000000002,5.2,3.2,72,28.000000000000004,-1381,4592.63999999999,192666641.52,32,6602.6,470635223,16,342919302,1717382,1153716,30551,4,3,0,1,1,1,0,3,0,27060,3491,10288,4511967,950,8,1073,40151,30042,0,456883997.23,76258,927282229.051661,0.07000000029802322,0.0860000029206276,0.05700000002980232,22297013000,229720,18833303000,95.74,22375004,19676631,98.775,24603801,20300431,49005,18866017,56181,21436850
Des Moines-West Des Moines,IA,Des Moines-West Des MoinesIA,12,0.008026227890231906,1.7595481699340356,-0.14065534848386452,-2.480543552200364,52,95,45,33,680439,23.069730090488317,36.2,13.136813145630983,9.3,11.600000000000001,6.3,71.6,68.7,41.9,15.5,22.5,8,12.1,70126,4.6,36310,39872,4.3999999999999995,36.5,7.7,4.7,69.3,30.7,1261,9938.93,512649523.03,60,13311.62,928983003.76,47,251889011,196144,476284,48998,5,1,1,2,0,1,0,3,0,44502,4496,14720,5780793,1292,8,1717,75271,53583,0,580846134.5799999,96912,2009956493.578426,0.06800000369548798,0.08900000154972076,0.06499999761581421,52905213000,470918,36943198000,123.165,54511700,47444348,131.875,61171285,50799551,55183,38810054,61833,44466630
Springfield,IL,SpringfieldIL,6,-0.4287288278073452,0.610073536509661,1.2815990075356,-1.2885021137153396,30,70,88,47,209167,0.5658925909899581,40.4,17.228817165231607,14.2,22.8,6.9,63.6,59.8,42.699999999999996,17.5,23.200000000000003,6.800000000000001,9.700000000000001,62533,4.3,35603,37968,3.8,33.900000000000006,3.1,1.0999999999999999,72.2,27.800000000000004,-940,2872.81,198308307.68,5,7926.56,560760655.27,9,0,3474885,0,17127,4,1,0,0,1,0,0,1,0,14773,2354,7156,4123822,843,2,878,41922,33826,0,241656089.81,42202,1049136596.0658103,0.1469999998807907,0.15800000727176666,0.11699999868869781,12144806000,127070,10190818000,104.791,12106671,10577359,105.839,13019072,10683183,49276,10311330,57126,11819191
Durham-Chapel Hill,NC,Durham-Chapel HillNC,16,0.8777922347237017,0.38642275853904867,1.5507462918502026,12.042709907837454,90,63,92,94,626695,28.287561309129018,37.6,37.50708079687887,14.2,20.599999999999998,7.8,64.60000000000001,61.6,48.5,16.400000000000002,17.7,7.5,9.9,62289,6.7,36322,35130,10.299999999999999,45.300000000000004,11.700000000000001,6.4,62.8,37.2,2172,27865.66,1600668990.88999,21,41248.97,3615785646.79,12,12280354575,1090830056,300000,70897,7,2,0,0,1,0,2,1,0,45471,25426,40178,11547705,2241,8,2444,109185,111001,0,546439401.76,92135,7248780057.311683,0.20100000500679016,0.24400000274181366,0.21400000154972076,50199155000,425685,32687425000,104.761,53152004,46578114,114.029,60814699,50698468,55548,35787242,63375,41447871
Omaha-Council Bluffs,NE-IA,Omaha-Council BluffsNE-IA,17,0.20841859106515392,1.4389312268894479,0.2604727595606518,-0.38089975301066903,64,92,64,60,931779,10.162800595871468,35.7,16.0280495696941,10.299999999999999,13.5,7.199999999999999,70.7,67.4,40.699999999999996,15.9,22.7,8.6,12.2,67885,4.2,34825,38120,7.7,36.3,7.3999999999999995,5.2,66.8,33.2,-2950,14675.7199999999,826112979.27,55,20290.16,1500030086.58,54,587024341,94532372,278750,84246,4,2,1,1,2,1,1,6,0,65985,18261,29502,9262652,1991,18,2611,107446,113972,0,949421989.7800001,143609,3146723817.6131563,0.08500000089406967,0.10100000351667404,0.07000000029802322,68413065000,642206,55376670000,115.38,68416407,59676942,117.851,73876512,60954914,58393,56170136,64229,62407156
Longview,WA,LongviewWA,18,-1.0148768003826238,-0.42328849338560515,-1.2744889152314478,-4.954365681272785,6,29,5,7,106778,5.466002923630042,41.3,11.042536852160557,14.399999999999999,18.099999999999998,9.3,56.3,52.5,27.3,19.1,21.3,12.5,19.7,54506,4.7,28876,31839,5.2,17,4,2.4,64.9,35.099999999999994,317,540.42,26194793.0299999,3,1112.91,130059219.02,1,0,0,0,4163,1,1,0,0,0,0,0,0,0,4163,0,1572,669295,145,1,180,7722,4015,0,108174936.29,25194,200057249.35233763,0.05299999937415123,0.05400000140070915,0.041999999433755875,5372610000,51437,4981152000,115.335,5445892,4643140,119.796,6047768,4822730,46108,5072786,54550,6083588
Austin-Round Rock-Georgetown,TX,Austin-Round Rock-GeorgetownTX,19,0.8720537009669389,1.527660683948557,-0.9057560712739732,-0.010126636311310198,90,93,15,65,2114441,29.913902373537017,34.7,24.04824726724463,10.8,13.3,7.199999999999999,70.6,67.60000000000001,46.800000000000004,15.2,21.5,8.3,8.200000000000001,76844,8.799999999999999,39827,40181,12.5,44.800000000000004,15.2,9.6,58.8,41.199999999999996,13251,21631.63,1282961249.8,52,28485.13,2427825979.51,60,31697779176.000004,80938248,200512,178531,13,1,2,3,2,0,2,10,0,158278,20253,69174,39892340,8338,30,3694,169854,122162,0,1686262557.56,247675,4981952060.542377,0.05400000140070915,0.061000000685453415,0.0430000014603138,163889338000,1556996,139167555000,145.893,163600981,146516364,164.9,193773558,165604422,63466,141617720,71372,167896493
Sioux City,IA-NE-SD,Sioux CityIA-NE-SD,6,-0.27558275487640166,0.6744981748633962,0.6185540420611361,-0.9067703208490276,36,71,76,53,143846,1.4471698379339148,36,15.487396243204538,12.6,17.7,6.800000000000001,69.3,66.5,30.2,15.8,21,10.9,22.1,59937,3.9,29633,32795,6.7,22.5,10,8.3,71.8,28.199999999999996,-1127,1353.94,74874342.55,17,2192.82,166340661.79,14,46271378,0,0,12971,1,1,0,1,1,0,0,1,0,10388,2583,6244,2348462,527,4,429,19900,12803,0,207520397.18000004,29866,344114147.57503027,0.05400000140070915,0.05700000002980232,0.03999999910593033,10237095000,112095,9084389000,106.086,8782103,7629171,113.906,10111866,8191532,51981,7756631,59993,8954839
New Bern,NC,New BernNC,20,-0.36738729720419155,-0.6816423811267474,-0.5702800157299717,-4.934551721595479,33,23,25,8,124786,0,39.3,29.401535428653858,15.7,24.7,8.7,58.3,48.199999999999996,31.5,19.5,20.5,13.3,15.299999999999999,51017,4,28894,28825,11.1,23.3,4.3,3.1,68.2,31.8,-371,257.3,5994979.14,8,1763.74,118564579.02,3,0,0,0,5154,0,2,0,0,0,0,0,0,0,5154,0,2316,516697,106,1,215,13995,15313,0,246781158.88,29463,170645215.02150142,0.039000000804662704,0.04100000113248825,0.02800000086426735,5670206000,67696,5551778000,100.943,5763758,5022091,105.767,6436366,5262119,46182,5676093,53762,6573623
The Villages,FL,The VillagesFL,15,-1.5420616690449997,-2.533985652341861,-1.8814137573004885,-6.988803414947094,1,1,1,1,125044,0,67.4,10.999328236460766,8.200000000000001,17.299999999999997,5.2,22.5,21.6,30.599999999999998,22.7,26.1,9.5,11.200000000000001,57226,11,35560,23072,5.6000000000000005,31.8,5.3,2.3,89.1,10.9,2779,383.44,10119582.28,2,1157.02,80130173.92,5,0,0,0,193,1,0,0,0,0,0,0,0,0,193,0,178,372140,62,1,40,360,478,0,414200049.12,72807,127938183.38628359,0.041999999433755875,0.050999999046325684,0.017999999225139618,4396497000,47338,7144866000,158.632,4390385,3724600,186.359,5507387,4375621,59209,7504448,64282,8719140
Kankakee,IL,KankakeeIL,2,-0.5279252059011074,-0.0789585589417169,0.9639223769221061,-0.4570952425821055,24,43,83,59,110637,-1.305084745762708,37.7,20.439816697849725,14.2,20.3,10.7,61,57.8,30.8,18,20.599999999999998,9.4,21.2,58902,3.5000000000000004,27984,31889,5.2,20.8,4.9,2.6,72.1,27.900000000000002,-1098,1138.69999999999,50240785.08,4,3096.18,254977084.299999,6,42356339,0,0,11017,1,1,0,0,1,0,0,0,0,8984,2033,5260,1848675,427,2,482,17378,13566,0,188935526.3,20827,425616065.0567043,0.09399999678134918,0.1289999932050705,0.09200000017881393,6643117000,56428,4695775000,131.644,6669719,5801776,133.524,7282382,5884610,43515,4715509,53165,5667456
North Port-Sarasota-Bradenton,FL,North Port-Sarasota-BradentonFL,21,-0.789731421118489,-0.31982777714831473,-0.2724941661728287,-5.384144694210759,13,33,38,6,803709,15.671707307946381,52.5,11.718793742511282,10.299999999999999,16.6,6.5,51,48.4,35,20.5,25.1,9.4,10.100000000000001,60810,8,37626,31435,11.600000000000001,32.800000000000004,12.5,5.8999999999999995,75.8,24.2,14742,2143.56,91847089.81,14,13547.79,995726252.03,25,53536658,0,87388,23552,5,0,1,1,1,0,0,3,0,23210,342,8852,7969462,1716,8,2182,101630,60798,0,1679545609.83,239776,1481134850.6418538,0.07100000232458115,0.07199999690055847,0.03700000047683716,38982639000,456479,50209640000,135.663,38873840,33623629,147.099,44746013,36457991,63279,52060220,69376,59646775
Providence-Warwick,RI-MA,Providence-WarwickRI-MA,22,0.3700161331041655,0.9779510933033011,-0.5423804837558464,-0.21776522044158994,73,81,26,62,1618268,0.9636753176584856,40.3,18.281520736985467,12,16.900000000000002,9.6,65.10000000000001,61.3,39.1,18.7,21.8,8.1,12.4,67818,3.9,35991,38990,3.9,32.300000000000004,13.3,8.200000000000001,62.7,37.3,-1168,22414,1104962860.93,73,34587.33,2656797614.43,47,5240321944,128353267,357436,122496,16,2,1,2,6,0,3,3,0,106928,15568,55222,32824089,7209,15,3133,171882,132908,82706770,2083380255.77,312919,5416112079.10555,0.10700000077486038,0.1120000034570694,0.06800000369548798,89290047000,957218,91221221000,106.168,89432698,77574496,108.664,96913356,79398392,55560,92854799,64566,108198058
Bakersfield,CA,BakersfieldCA,23,0.6374037235218475,-1.260410627973947,-0.9553453636803164,-2.1926450016531165,84,9,13,37,887641,8.820475350407575,31.6,25.629054989573486,21,29.099999999999998,12.3,58.3,52.300000000000004,27.1,18.7,19.1,20.8,14.399999999999999,53350,3.4000000000000004,23326,28828,7.9,16.400000000000002,19.900000000000002,18.3,59.599999999999994,40.400000000000006,-2419,7155.71999999999,514501716.65,17,9059.31,810610537.44,34,25474074,358970,0,74372,3,2,3,0,1,0,0,1,0,72563,1809,22728,17166477,3615,11,1648,68224,47129,0,769446501.48,110544,1676490609.110983,0.05299999937415123,0.06400000303983688,0.052000001072883606,47506713000,429797,35559701000,103.066,46458914,47993863,102.068,52239044,47528806,39477,35784162,45961,42177029
Albuquerque,NM,AlbuquerqueNM,3,0.2288109406882665,-0.34977637830397157,-0.4167195635236638,-1.0015580809506255,65,31,32,52,912108,5.792742688464503,38.2,25.070824946168656,16.2,22.6,10.100000000000001,61,56.89999999999999,40,19.8,22.8,8.9,8.6,54072,4.8,29747,31318,8.3,32.2,8.9,7.199999999999999,68.2,31.8,-1185,8943.6,536364644.03,52,20352.01,1727449558.5,24,457313108,68879746,390000,70104,6,2,0,2,0,0,1,4,1,62479,7625,34580,15479067,3141,10,1869,111436,66378,0,592115061.4399999,163812,3190136216.072753,0.10700000077486038,0.0989999994635582,0.07999999821186066,45332260000,511764,40406818000,106.686,45361631,39841854,110.281,49480431,41184240,44884,40989566,52263,47990680
York-Hanover,PA,York-HanoverPA,14,-0.721010627024631,1.152675939826056,-0.7212507051413029,-5.902124806327164,16,85,21,4,445565,4.061423483388804,41,11.581924073928608,9.6,14.000000000000002,6.800000000000001,65.60000000000001,62.7,34.8,15.7,21.5,9.1,18.8,66457,3.6999999999999997,32623,37150,5.1,24.9,4.2,2.8000000000000003,76.7,23.3,521,1551.23,50362957.25,5,7001.72,516851250.3,7,154132667,0,0,8235,4,1,0,1,1,0,0,0,0,7837,398,3342,3810250,750,6,958,43822,25727,0,540139956.49,88201,775055673.5815759,0.057999998331069946,0.06700000166893005,0.039000000804662704,22320783000,240769,23372369000,107.56,22305652,19452119,106.481,23406852,19256903,51295,23334786,57870,26544888
San Angelo,TX,San AngeloTX,2,-0.42330335020856036,0.08706109830148252,0.8238547844406303,-0.05008783571378402,30,50,80,65,120837,10.179351344451227,34.1,13.312147769309068,13.4,19.400000000000002,9.4,64.5,58.8,31.5,18.5,24.7,13.4,12,53883,4.2,29484,30542,13.8,24.2,6.3,5.7,68.5,31.5,477,1292.27,73098264.1,6,2797.12,185199678.64,6,0,0,0,11812,1,0,0,0,1,0,0,0,0,9459,2353,3690,4047906,819,2,451,18364,20887,0,153704633.07,21614,345143493.20455486,0.07800000160932541,0.09799999743700027,0.06199999898672104,7195888000,73294,6276303000,137.077,7524304,8278926,137.422,8284455,8299808,52389,6412159,60187,7363552
Rapid City,SD,Rapid CitySD,6,-0.5161291397042631,0.3941589679019973,1.2432558937316973,-2.018724524004289,25,63,88,39,138402,12.450641056890754,38.5,15.573474371757634,12.4,18,7.6,67.10000000000001,62.8,34.4,20,23.9,10.7,10.9,57615,5.3,31260,30880,10.7,30.599999999999998,2.3,1.0999999999999999,72.1,27.900000000000002,-672,1237.6,44103728.73,30,4556.5,383275129.62,8,0,0,242123,9962,2,1,0,1,0,0,0,3,0,8615,1347,3978,1181133,253,5,605,21224,9471,0,219046611.55,32125,601080823.4019853,0.13699999451637268,0.10999999940395355,0.07999999821186066,6968267000,98409,7901513000,107.699,6706008,5783201,114.019,7565027,6122560,54068,7479686,61259,8697471
Sebring-Avon Park,FL,Sebring-Avon ParkFL,24,-0.9405317205791107,-2.3947383160589837,0.12942317577998239,-4.8821624027027415,8,2,59,9,103437,0,53.5,19.234896603729805,18.6,33.4,8.799999999999999,42.3,38.3,28.4,21.4,24.099999999999998,13.200000000000001,13,40942,5.2,25752,23387,11.1,17.2,11,6.800000000000001,78.8,21.2,1103,236.38,9084720.72999999,2,1642.45,130215061.7,4,0,0,0,3851,1,0,1,0,0,0,0,0,0,3851,0,1890,1105554,222,2,260,14323,11798,0,231411378.66,33158,185805216.15264407,0.10400000214576721,0.08500000089406967,0.05400000140070915,2680899000,40980,3646058000,103.092,2671812,2416158,103.62,2894022,2428533,36309,3669412,41568,4293843
Lansing-East Lansing,MI,Lansing-East LansingMI,7,-0.0582666193162951,-0.14394385561054565,-0.5772540042555364,4.9546941489524174,48,40,24,86,546772,17.93995711839034,36.4,17.709758363632375,14.899999999999999,17.599999999999998,6.800000000000001,63.4,59.8,38.1,18,21.6,7.3999999999999995,14.899999999999999,57925,4,30844,30468,5.1,32.5,6.6000000000000005,3.2,67.80000000000001,32.2,-25,15390.22,975347011.089999,17,10591.5,890707835.05,17,3033279407,78594590,185000,78021,4,2,0,1,0,0,1,3,0,62613,15408,34314,14095757,2869,7,1203,50841,36096,0,549797060.42,83697,2420176275.691012,0.15199999511241913,0.164000004529953,0.13300000131130219,25165307000,274425,20598817000,113.672,26942591,23535380,118.833,29363629,24604057,43178,23425523,50326,27190424
Anchorage,AK,AnchorageAK,1,0.5436511896966987,1.7456282790928277,-0.48130858734054877,-3.7719332912768695,81,95,30,20,398900,8.274929834371125,34,32.04712960641765,9.4,12.8,6,69.3,62,39.4,17.599999999999998,21.5,10.100000000000001,11.4,83048,4.5,38725,41533,12.2,32.300000000000004,8.9,4.7,67.80000000000001,32.2,-5856,2611.4,121486203.1,32,8134.68,761400390.81,16,0,217350,160791,24627,0,0,0,0,2,0,0,2,0,23327,1300,5418,2993292,618,5,836,34813,37821,0,328282929.67,34119,1168439798.1320794,0.07500000298023224,0.08399999886751175,0.05400000140070915,26945313000,242257,25116769000,101.539,27024494,23695845,99.017,28210676,23107205,62824,25012258,67085,26753998
Redding,CA,ReddingCA,24,-0.728597570456991,-0.8419299047221012,0.3242456634670875,-3.1240104702528697,15,18,67,25,179212,1.3035171220874275,41.5,13.441064214449923,16.7,22.900000000000002,9.1,54.2,51.2,33.6,22.1,23,10.100000000000001,11.200000000000001,54667,5.8999999999999995,29720,31416,6.5,22.2,5.5,2.3,60.9,39.1,-904,1049.88,50007192.61,4,3000.86,314005830.3,8,0,0,0,14331,1,0,1,0,1,0,0,1,0,14147,184,3882,1846322,389,5,567,23430,14782,0,460973328.93,45682,469468396.78326,0.0860000029206276,0.08399999886751175,0.06300000101327896,8808341000,92610,8338615000,117.389,8792497,7582776,116.048,9419468,7496153,46113,8401549,54972,10012526
Deltona-Daytona Beach-Ormond Beach,FL,Deltona-Daytona Beach-Ormond BeachFL,25,-0.6445826337775152,-0.7416482932651455,-0.5477267723711254,-1.426532076491396,19,20,26,44,646288,30.286078302116913,47.5,18.450907335429406,13.900000000000002,20.200000000000003,8.7,52,49.5,31.900000000000002,20.599999999999998,25.8,10.5,11.200000000000001,50360,7.000000000000001,28664,30149,11.799999999999999,23.9,8.3,4.1000000000000005,75.2,24.8,5412,5329.43,231167668.09,16,9606.38,757494735.86,13,409023480,0,500000,57385,3,0,1,1,2,0,0,2,0,49851,7534,21734,11314947,2312,6,1582,74804,45002,0,917915424.49,180918,1388900922.853261,0.09799999743700027,0.09300000220537186,0.04899999871850014,22505142000,299799,30245843000,118.455,22401693,19358796,126.25,25516019,20632727,47312,31307208,53559,36706507
Abilene,TX,AbileneTX,13,-0.2825182641455693,-0.5245670811389848,1.1097976800423743,-2.3295845807503666,36,25,85,34,170669,4.64584406347337,34.1,22.634456169544556,14.7,18.2,8.7,60.3,55.2,33,21.2,21.6,11.3,13,52511,5.5,26011,28265,14.399999999999999,23,5.6000000000000005,3.9,63.3,36.7,351,1712.22,68267450.86,11,3877.27,266755947.41,9,622992657,0,0,9923,2,0,0,1,2,0,0,0,0,6944,2979,4322,3048943,669,6,731,25165,19923,0,244468807.33,30418,474937362.7080265,0.10000000149011612,0.09300000220537186,0.06499999761581421,7702741000,106599,7994422000,109.196,7707308,6794629,117.515,8848793,7312264,45676,8001810,55556,9850903
Tucson,AZ,TucsonAZ,3,0.23234899396450823,-0.7767832875491342,-0.2560076978676993,-0.6652501422351609,66,19,39,57,1027207,6.505699550630295,38.5,23.96819725722274,16.8,23.9,8.799999999999999,58.199999999999996,53.5,37,21.6,23.200000000000003,8.7,9.5,53379,5.4,29707,29270,9.2,32.4,13,8.4,64.60000000000001,35.4,5881,9284.91999999999,484687336.01,19,20016.22,1463193282.77,22,1038132869,147252487,330152,88287,10,1,0,0,0,0,1,4,1,76929,11358,38232,15756723,3314,12,2885,119937,92493,0,900149538.5,215316,2593804484.4692903,0.09600000083446503,0.10199999809265137,0.06400000303983688,46038362000,530482,46847970000,109.94,46334321,40383869,113.301,50231611,41618243,45996,47581859,52942,55696681
Bangor,ME,BangorME,2,-0.9472376630312357,-0.3195419490065902,1.419764191118851,6.283163031320249,7,33,91,89,151774,-0.7584971294806953,42,5.47458721520155,14.799999999999999,17.7,8.4,60.4,57.199999999999996,37,19.5,22.900000000000002,10,10.6,50808,4.6,28523,30354,8.799999999999999,27.700000000000003,2.9000000000000004,0.8,70,30,144,3271.31,145624602.23,8,6079.4,531691527.679999,8,255008185.01000002,3165899,430897,20688,1,2,0,0,0,1,1,0,0,17129,3559,7362,5506942,1223,4,526,25521,26285,0,217501602.05,34850,905937038.5345371,0.20900000631809235,0.1860000044107437,0.15700000524520874,6955069000,92461,6541039000,107.154,6963677,6021102,112.282,7813558,6309265,43086,6559119,50480,7711591
Hilton Head Island-Bluffton,SC,Hilton Head Island-BlufftonSC,21,-0.06791780273923677,-0.14736871238912203,-0.20189034901655867,-5.762482977546612,47,39,41,4,214752,0,44.8,28.287513038295337,11.200000000000001,20.200000000000003,4.9,56.49999999999999,50.2,34.9,22.2,21.8,10.9,10.2,64959,7.6,37027,30631,11.4,38.1,8.200000000000001,4.6,74.7,25.3,2053,843.73,35963297.86,11,5044.82,343399100.63,19,0,0,0,5549,0,1,0,1,0,0,0,0,0,5549,0,1376,1375607,277,3,331,17554,20417,0,389042806.93,56216,510329830.5821041,0.07599999755620956,0.07000000029802322,0.041999999433755875,9731739000,129603,12403048000,121,9925846,8465925,131.668,11497194,9212287,59860,12783360,66256,14713566
Owensboro,KY,OwensboroKY,18,-0.9396860242391658,-0.22524392604361243,-0.1038983514121477,-2.488314788928187,8,37,47,33,118477,4.304151847026105,39.1,8.820277353410367,16.2,22.8,9.8,61.1,57.8,30.9,17.4,21.5,9.700000000000001,20.5,52046,2.1999999999999997,28263,32358,4.8,21.3,2.7,2,75,25,114,1176.15,36576072.42,5,783.5,98058455.18,2,0,0,0,7592,1,1,0,2,0,0,0,0,0,7524,68,5204,2307996,499,1,360,16074,20544,0,175811242.31,25479,186299686.69729593,0.04699999839067459,0.04899999871850014,0.03799999877810478,5859788000,67388,5061614000,103.33,5987857,5343843,103.349,6434476,5344788,42264,5114332,49859,6044239
Vineland-Bridgeton,NJ,Vineland-BridgetonNJ,21,-0.17153065853942243,-1.03036800143272,-0.13899522388544047,-5.458546246143037,42,14,45,5,151906,-2.283604363935776,37.6,31.933564177846822,16.5,24.2,10.5,55.60000000000001,51.5,27.200000000000003,20.599999999999998,19.1,12.7,20.4,54149,2.4,25694,27805,9.4,15.6,10,12.5,65.4,34.599999999999994,-330,315.03,23751248.52,4,3591.28,296660530.55,3,0,0,0,4149,0,1,0,0,0,0,0,0,0,4149,0,1478,1585362,318,2,386,18939,15515,0,237104721.79,26834,424859260.2645006,0.09399999678134918,0.09099999815225601,0.0729999989271164,6755751000,75997,6157546000,102.829,6784019,5889440,103.849,7376321,5947878,40014,6217937,47559,7306345
Fargo,ND-MN,FargoND-MN,16,0.07317523789373538,1.3689798021088606,1.2914607862402567,3.0376011388590953,56,91,89,80,240421,19.316224894416358,32.5,12.040545543026608,11.1,11.1,6.3,74.8,72.5,40.300000000000004,16.400000000000002,22.2,8.9,12.3,64666,4.3999999999999995,35812,35904,5.4,38.6,6.7,2.5,55.1,44.9,-1200,5468.26,243107130.95,23,12875.85,839746034.81,15,370105153,6172156,384272,26120,4,0,1,1,1,0,1,0,0,21781,4339,11938,4406515,1013,3,714,36669,47341,0,221072689.86,32478,1471656512.4284282,0.1720000058412552,0.1850000023841858,0.13500000536441803,15731888000,182315,13639282000,114.07,15813288,13773534,119.983,17706417,14487492,54323,13488363,62021,15637671
